ep,train_loss,eval_loss,plcc,srocc,time
72,16.047353206594366,21.170162804921468,0.9557175040245056,0.9576955903271691,418.61701132059096
73,16.013198455837315,19.992728014389673,0.9509008526802063,0.9580369843527738,424.42334559758507
74,16.03586101042095,19.321757101217905,0.9592620134353638,0.9597155049786629,430.226045246919
75,15.879826679751748,19.784773552616436,0.9568880200386047,0.9591180654338548,436.03262757460277
76,15.946729453531901,19.340901818672815,0.9580340385437012,0.9596870554765291,441.83876630067823
77,15.800978507808217,19.43860966682434,0.9581992030143738,0.9587482219061166,447.66405812899274
78,15.787509307111774,18.31646735906601,0.9590111970901489,0.9605405405405405,453.4671670794487
79,15.842882598341557,19.087696911493936,0.9586063027381897,0.9596301564722616,459.29208792845407
80,15.835443210963199,19.031884131332237,0.9581460356712341,0.9609672830725461,465.097288342317
81,15.783673472140128,20.172651500701903,0.9583077430725098,0.958207681365576,470.9025442997615
82,15.904780526305082,17.209747676054636,0.9600781202316284,0.9596017069701279,476.7039297739665
83,15.972513570685136,19.51151063601176,0.9553809762001038,0.95800853485064,482.5097957332929
84,15.800397924831458,19.0562328573068,0.9589970707893372,0.9586628733997155,488.31375894149147
85,15.89420963359632,20.467766955693563,0.957759439945221,0.9576955903271691,494.1177482644717
86,15.898404174858227,20.437759491205217,0.9565412402153015,0.9586059743954479,499.92017917235694
87,15.83999772081877,18.771548115412394,0.958051860332489,0.959402560455192,505.7467058499654
88,15.845945639573483,20.21425155242284,0.9570825695991516,0.9597439544807965,511.57126733462013
89,15.78845973387601,21.26468130747477,0.9573764801025391,0.9576671408250355,517.3984637538592
90,15.782364716620194,18.789567396640777,0.9574375748634338,0.958520625889047,523.2260153849919
91,15.840237273206208,17.90866039892038,0.9591870307922363,0.9599999999999999,529.0527291138967
92,15.78396835241485,17.016447989145913,0.961326003074646,0.9600284495021336,534.8549085219701
93,15.787868269053677,19.314953022003174,0.958030641078949,0.9590327169274538,540.6834836085637
94,15.833293931204812,19.8052197710673,0.9573948979377747,0.9591749644381222,546.5119379878045
95,15.737841067504883,19.43977817614873,0.9585736393928528,0.9586913229018491,552.3165228645007
96,15.814351729864823,19.168048028151194,0.956771969795227,0.9591180654338548,558.1421942313513
97,15.69208449889066,18.608901987075807,0.95167076587677,0.9586344238975816,563.9481227040291
98,15.842147979522169,18.990175747871398,0.9569295644760132,0.9599499285443978,569.7505657593409
99,15.85589757915296,20.01044152398904,0.9572142958641052,0.9579231863442389,575.557798520724
100,15.817359831907039,17.751785445610683,0.9601525068283081,0.9589758179231863,581.3845988074938
